gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000160191	76909.52336611587	3.0710764770323657	0.15523340685184756	19.783605470717752	4.121415068301265e-87	9.438040506409897e-85
ENSG00000154734	22857.376157839437	3.4414320589848773	0.17909207618421547	19.215992869751503	2.719810825032929e-82	3.1141833946627038e-80
ENSG00000154723	7341.668332046301	2.581454691890204	0.1638639597370923	15.753645255686234	6.483387131248631e-56	4.948985510186455e-54
ENSG00000180509	30222.0302181297	2.9426961078544145	0.20010540051090828	14.705730581689124	5.9228228002055184e-49	3.390816053117659e-47
ENSG00000183145	9990.953136692086	2.8903024032853026	0.2487204181891371	11.620688097618908	3.2352000763447485e-31	1.4817216349658946e-29
ENSG00000276289	11790.854013299726	2.859657016973884	0.464586865210025	6.155268758364754	7.495028259238409e-10	2.8606024522759925e-8
ENSG00000277277	724.4149119448568	0.9271997042445868	0.2640841544307329	3.511000901372837	4.4642288469635033e-4	0.014604405799352033
ENSG00000185437	2256.754699181411	0.5153562973621504	0.191012147612205	2.698028914938083	0.006975138186799541	0.19966333059713687
ENSG00000160188	1876.20017684158	-0.5382371198464533	0.21904661020208518	-2.4571807769583534	0.014003220087421608	0.3438864330402242
ENSG00000154719	1373.6939656270174	-0.5897713591287372	0.24250747874141937	-2.4319718393410787	0.015016874805249967	0.3438864330402242
ENSG00000157557	3474.099763411029	-0.4914829414946507	0.20992368382762605	-2.3412457924386487	0.01921950938471908	0.3915037038722462
ENSG00000160207	885.3732405755052	0.6320750720987717	0.27461235189173866	2.3016993509015817	0.021352132836479073	0.3915037038722462
ENSG00000177692	2181.2621841097357	0.4583982238822889	0.20048042332977203	2.286498682857755	0.02222510109318428	0.3915037038722462
ENSG00000186930	103.42995557923561	-1.1269962098463864	0.5650581439324244	-1.9944783062557974	0.04609980843038715	0.7142212042510773
ENSG00000205929	1354.5915370864625	0.47180586597211654	0.23729597423746004	1.988259040163844	0.046783048313389336	0.7142212042510773
ENSG00000184012	5522.3581843403335	-0.39457352198373824	0.2082826020485174	-1.8944142146439393	0.05817005113167899	0.7974910719938285
ENSG00000183036	968.6946823740914	-0.5309408197966693	0.2814143148232965	-1.8866873212546191	0.059202393990808226	0.7974910719938285
ENSG00000141959	16634.92626236356	2.029285800057716	1.1052937168188361	1.8359697238651065	0.06636213452578882	0.844273822578091
ENSG00000187175	207.67395365349054	0.7782378860717163	0.44242101966697644	1.759043651808224	0.07857009453094575	0.8822778959001208
ENSG00000166265	1222.5388761285801	0.5299408619998413	0.30150953437531314	1.7576255526970543	0.07881124259911611	0.8822778959001208
ENSG00000159128	2810.058154563793	0.34534061300617847	0.19785256716717078	1.7454441857931071	0.08090757997337353	0.8822778959001208
ENSG00000244624	102.06182770010935	0.9864959134777775	0.5756774189957812	1.7136262096203692	0.08659739680913017	0.8915004984735088
ENSG00000274391	3083.16875597189	0.28711122990396487	0.17299507524332197	1.6596497299136153	0.09698493781371005	0.8915004984735088
ENSG00000154721	3847.6946478451364	-0.3247032068174684	0.19658669629823505	-1.6517048860970331	0.09859472613759061	0.8915004984735088
ENSG00000197683	369.2530969091334	-0.6850339358449079	0.42180741228939833	-1.6240443289671547	0.10436634807078049	0.8915004984735088
